Date,Time,Booking_ID,Booking_Status,Customer_ID,Vehicle_Type,Pickup_Location,Drop_Location,Avg_VTAT,Avg_CTAT,Cancelled_Rides_by_Customer,Reason_for_cancelling_by_Customer,Cancelled_Rides_by_Driver,Reason_for_cancelling_by_Driver,Incomplete_Rides,Incomplete_Rides_Reason,Booking_Value,Payment_Method,Ride_Distance,Driver_Ratings,Customer_Rating
12-03-2025,09:31:02,CNR9388265473,Success,CUST717513,Auto,KR Market,JP Nagar,6,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,475,UPI,10.06,3.2,4.2
09-03-2025,18:21:09,CNR4316595315,Success,CUST464420,Auto,Ulsoor,Jayanagar,8,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,1111,Cash,8.07,4.7,4.9
29-03-2025,21:26:18,CNR8900936501,Success,CUST327499,Mini,Cox Town,Lavelle Road,9,18,0,Not Applicable,0,Not Applicable,0,Not Applicable,613,Cash,13.54,4.9,5
12-03-2025,19:03:34,CNR9579520297,Success,CUST283310,eBike,JP Nagar,Yelahanka,8,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,902,Net Banking,11.34,3.4,3.2
08-03-2025,10:21:29,CNR7389427753,Success,CUST217822,Prime Sedan,Kanakapura Road,Jalahalli,9,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,206,Debit Card,11.86,4.2,4.4
05-03-2025,17:43:42,CNR7090945860,Success,CUST113551,Auto,Bellandur,Seshadripuram,10,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,173,Net Banking,3.8,4.5,3.7
08-03-2025,19:48:59,CNR3997043552,Success,CUST721588,Prime Sedan,Peenya,Whitefield,10,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,1131,Credit Card,17.09,3.1,4.9
07-03-2025,07:51:13,CNR6059127030,Cancelled by Driver,CUST700193,Prime SUV,Sanjay Nagar,Jalahalli,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Net Banking,0,0,0
22-03-2025,18:52:37,CNR9862879386,Cancelled by Customer,CUST654985,Mini,HAL Layout,Malleshwaram,0,0,1,AC is not working,0,Not Applicable,0,Not Applicable,0,Net Banking,0,0,0
23-03-2025,16:47:09,CNR6895212778,Cancelled by Customer,CUST927260,Prime Sedan,JP Nagar,Kadubeesanahalli,0,0,1,Driver is not moving towards pickup location,0,Not Applicable,0,Not Applicable,0,Credit Card,0,0,0
03-03-2025,16:25:46,CNR3959864097,Success,CUST947248,eBike,Basaveshwaranagar,Banerghatta Road,6,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,61,Credit Card,6.54,4.7,3.4
01-03-2025,07:42:35,CNR7882640068,Success,CUST217096,Prime Sedan,Indiranagar,Padmanabhanagar,11,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,435,Wallet,4.41,3.1,4.9
23-03-2025,05:49:33,CNR6698718710,Success,CUST238829,Auto,JP Nagar,Majestic,12,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,1890,Net Banking,15.39,4.3,3.9
13-03-2025,02:01:28,CNR9688021716,Success,CUST542781,Bike,Kanakapura Road,Hennur,8,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,207,Debit Card,12.64,3.1,3.9
21-03-2025,22:34:35,CNR2444952849,Cancelled by Driver,CUST968527,Auto,Lavelle Road,Padmanabhanagar,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Credit Card,0,0,0
15-03-2025,23:17:27,CNR7283047093,Success,CUST520537,Prime Sedan,RT Nagar,Nagavara,14,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,376,Wallet,14.39,4.2,3.7
07-03-2025,12:17:17,CNR8764865495,Success,CUST688484,eBike,Cox Town,Seshadripuram,13,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,520,Cash,7.57,4,4.5
04-03-2025,08:18:09,CNR6125104004,Success,CUST141763,Prime SUV,Bommanahalli,BTM Layout,4,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,78,Debit Card,18.97,3.3,4.2
08-03-2025,06:25:16,CNR5141892586,Success,CUST932383,Bike,Kengeri,Kumaraswamy Layout,12,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,262,Cash,9.67,3.2,4.6
29-03-2025,16:15:47,CNR6202103007,Incomplete,CUST822217,Auto,Hennur,Kumaraswamy Layout,0,0,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,0,Wallet,0,0,0
22-03-2025,13:14:23,CNR9470645209,Cancelled by Driver,CUST420441,Prime SUV,Richmond Town,HSR Layout,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Debit Card,0,0,0
15-03-2025,22:31:34,CNR1235557708,Success,CUST692677,Auto,RT Nagar,Jalahalli,4,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,568,Debit Card,16.15,3.7,4.3
12-03-2025,05:27:56,CNR4172665962,Success,CUST333700,eBike,Brigade Road,Hennur,13,7,0,Not Applicable,0,Not Applicable,0,Not Applicable,984,Net Banking,2.01,4.8,3.2
01-03-2025,10:32:49,CNR2873476877,Cancelled by Driver,CUST733664,Prime SUV,RT Nagar,Hosur Road,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Credit Card,0,0,0
11-03-2025,14:37:17,CNR2120701007,Success,CUST682325,Prime Plus,Frazer Town,Whitefield,8,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,256,Debit Card,17.08,3.6,4
29-03-2025,21:07:31,CNR7883101556,Success,CUST329463,Prime Sedan,Kadubeesanahalli,Kengeri,2,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,223,Cash,2.81,4.4,3.3
08-03-2025,21:29:44,CNR8790849891,Cancelled by Driver,CUST378029,Prime SUV,HSR Layout,Hosur Road,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Debit Card,0,0,0
08-03-2025,15:49:02,CNR7705521898,Success,CUST714652,Prime Plus,Vijayanagar,BTM Layout,14,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,177,UPI,13.73,4.9,4.3
22-03-2025,07:37:29,CNR9330101269,Cancelled by Driver,CUST841330,Bike,MG Road,Kengeri,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,UPI,0,0,0
22-03-2025,06:08:00,CNR2578192957,Incomplete,CUST718101,Prime Sedan,Hebbal,Majestic,0,0,0,Not Applicable,0,Not Applicable,1,Customer Demand,0,Credit Card,0,0,0
08-03-2025,04:43:49,CNR3879549149,Success,CUST571887,Prime Sedan,Banashankari,Jalahalli,5,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,342,Credit Card,8.97,3.6,3.5
07-03-2025,19:10:45,CNR6112834010,Cancelled by Customer,CUST885450,Prime Plus,Peenya,Kumaraswamy Layout,0,0,1,Driver asked to cancel,0,Not Applicable,0,Not Applicable,0,Debit Card,0,0,0
29-03-2025,21:20:27,CNR7795550837,Success,CUST402539,Prime Sedan,Hosur Road,JP Nagar,7,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,402,Wallet,18.11,3.4,3.5
06-03-2025,07:01:04,CNR5288288744,Cancelled by Driver,CUST747594,Prime Sedan,Electronic City,Hebbal,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Credit Card,0,0,0
07-03-2025,14:46:53,CNR3780250735,Success,CUST224374,Prime Sedan,Ulsoor,KR Puram,9,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,88,Cash,12.95,4.8,3.5
15-03-2025,11:48:05,CNR9453216091,Success,CUST291756,Prime Plus,KR Puram,KR Market,11,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,308,Debit Card,8.08,3.7,3.3
30-03-2025,11:13:38,CNR4839469647,Success,CUST544887,eBike,Sanjay Nagar,Basavanagudi,4,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,1108,Cash,15.13,4.2,4.8
17-03-2025,19:52:15,CNR5460533212,Success,CUST519918,eBike,BTM Layout,KR Market,3,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,918,Net Banking,13.39,3.9,4.8
04-03-2025,03:50:22,CNR3125546600,Incomplete,CUST238646,Prime SUV,HSR Layout,Peenya,0,0,0,Not Applicable,0,Not Applicable,1,Customer Demand,0,Debit Card,0,0,0
02-03-2025,11:49:15,CNR7558713846,Success,CUST252857,Prime SUV,Basavanagudi,Nagavara,9,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,1096,UPI,11.97,4.5,4.7
15-03-2025,11:01:03,CNR2865696349,Success,CUST375293,Bike,Banaswadi,Hennur,9,7,0,Not Applicable,0,Not Applicable,0,Not Applicable,1042,Credit Card,14.23,4.3,3
29-03-2025,07:51:40,CNR6662428406,Success,CUST362655,Prime Plus,Padmanabhanagar,Jayanagar,4,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,990,UPI,15.9,4.8,3.5
23-03-2025,17:29:57,CNR1281466941,Success,CUST879490,Mini,Frazer Town,Banaswadi,13,7,0,Not Applicable,0,Not Applicable,0,Not Applicable,267,Net Banking,7.06,3.8,3.8
30-03-2025,01:44:39,CNR2270665988,Cancelled by Driver,CUST157405,Mini,Banaswadi,Hebbal,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,UPI,0,0,0
01-03-2025,06:57:20,CNR9067603254,Success,CUST807364,Mini,Yelahanka,Indiranagar,4,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,1093,Credit Card,6.07,3.3,3.2
22-03-2025,19:27:35,CNR7235570402,Success,CUST226315,Prime SUV,Kadubeesanahalli,Domlur,5,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,180,Wallet,2.25,3.4,3
29-03-2025,06:45:22,CNR8507324311,Cancelled by Customer,CUST783423,Auto,Kanakapura Road,Whitefield,0,0,1,Driver is not moving towards pickup location,0,Not Applicable,0,Not Applicable,0,Credit Card,0,0,0
08-03-2025,19:32:43,CNR7440179196,Success,CUST169821,eBike,Kadubeesanahalli,Frazer Town,3,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,2047,Cash,15.41,4,3.2
08-03-2025,00:47:59,CNR3010242967,Cancelled by Customer,CUST758074,eBike,Basaveshwaranagar,Kengeri,0,0,1,Driver asked to cancel,0,Not Applicable,0,Not Applicable,0,Wallet,0,0,0
18-03-2025,23:59:33,CNR2081394463,Success,CUST640286,Prime SUV,Marathahalli,RT Nagar,11,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,88,Cash,16.05,4.5,4.3
29-03-2025,03:09:04,CNR9496059659,Success,CUST962934,eBike,HAL Layout,Kengeri,3,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,397,Debit Card,17.91,3.3,4.9
17-03-2025,09:11:38,CNR7278667745,Cancelled by Driver,CUST718944,Mini,Cox Town,Kumaraswamy Layout,0,0,0,Not Applicable,1,The customer was coughing/sick,0,Not Applicable,0,Debit Card,0,0,0
22-03-2025,14:39:45,CNR4430481762,Cancelled by Customer,CUST126882,eBike,Sanjay Nagar,Kanakapura Road,0,0,1,Wrong Address,0,Not Applicable,0,Not Applicable,0,UPI,0,0,0
22-03-2025,07:54:10,CNR6782998571,Success,CUST853663,Mini,Kadubeesanahalli,Bommanahalli,13,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,281,Net Banking,12.34,3.6,4.4
23-03-2025,15:36:17,CNR3820862849,Cancelled by Driver,CUST561424,Prime Plus,Majestic,Basaveshwaranagar,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Credit Card,0,0,0
15-03-2025,23:34:34,CNR7190867316,Success,CUST833568,Prime Plus,Banashankari,Malleshwaram,8,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,117,Wallet,11.27,4.2,3.9
08-03-2025,00:52:11,CNR8770834843,Incomplete,CUST981082,Bike,Malleshwaram,Vijayanagar,0,0,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,0,Debit Card,0,0,0
15-03-2025,16:49:16,CNR5530267574,Success,CUST407891,Bike,RT Nagar,Hosur Road,3,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,123,Net Banking,11.63,4.9,4.9
26-03-2025,02:17:14,CNR2750284361,Cancelled by Driver,CUST109925,Auto,Sanjay Nagar,Bommanahalli,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Wallet,0,0,0
03-03-2025,16:49:02,CNR8491299465,Success,CUST430717,eBike,Richmond Town,Domlur,2,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,195,Net Banking,12.51,4,3.6
12-03-2025,09:06:29,CNR4200752358,Success,CUST339852,Auto,Hosur Road,Rajajinagar,4,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,139,Cash,4.26,3.5,3.3
03-03-2025,23:45:53,CNR4894099624,Success,CUST780002,eBike,Frazer Town,Padmanabhanagar,11,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,383,Wallet,4.44,3.2,4.9
16-03-2025,12:54:41,CNR9622091142,Cancelled by Customer,CUST166725,Mini,Wilson Garden,Malleshwaram,0,0,1,AC is not working,0,Not Applicable,0,Not Applicable,0,Debit Card,0,0,0
23-03-2025,11:19:31,CNR3799761278,Cancelled by Driver,CUST658570,Auto,Marathahalli,Jayanagar,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Debit Card,0,0,0
30-03-2025,05:51:56,CNR5282004650,Cancelled by Driver,CUST671882,Prime SUV,Frazer Town,Kanakapura Road,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Net Banking,0,0,0
07-03-2025,19:09:59,CNR1651593971,Cancelled by Driver,CUST257934,Prime Sedan,Cox Town,Jalahalli,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Credit Card,0,0,0
12-03-2025,08:51:05,CNR7896018844,Success,CUST143623,Auto,KR Puram,Vijayanagar,12,7,0,Not Applicable,0,Not Applicable,0,Not Applicable,77,Debit Card,17.89,3.7,3.9
09-03-2025,08:12:52,CNR2014755674,Cancelled by Driver,CUST836095,Auto,RT Nagar,Marathahalli,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Credit Card,0,0,0
10-03-2025,22:20:30,CNR4078379627,Success,CUST129113,Mini,Bellandur,Malleshwaram,5,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,119,UPI,1.71,4.6,4.8
22-03-2025,22:16:23,CNR5501826466,Success,CUST888801,Prime Sedan,MG Road,Banaswadi,6,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,313,Debit Card,9.87,3,3.8
23-03-2025,09:28:56,CNR8861576282,Success,CUST131028,Prime Plus,Peenya,JP Nagar,11,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,360,Cash,5.44,3.8,4.1
16-03-2025,22:55:43,CNR6013233598,Success,CUST465414,Bike,RT Nagar,Koramangala,10,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,466,Net Banking,19.22,3.1,4.4
15-03-2025,05:25:17,CNR2917370107,Cancelled by Customer,CUST463877,Prime Sedan,Lavelle Road,Kadubeesanahalli,0,0,1,Wrong Address,0,Not Applicable,0,Not Applicable,0,Debit Card,0,0,0
27-03-2025,07:40:17,CNR8903450717,Success,CUST475848,Prime Sedan,Basavanagudi,Majestic,5,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,363,Debit Card,19.55,4.5,3.9
09-03-2025,02:57:08,CNR4990049104,Success,CUST947661,Bike,Nagarbhavi,Kumaraswamy Layout,8,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,421,Credit Card,5.24,4.1,4.4
01-03-2025,15:04:35,CNR8820324110,Cancelled by Driver,CUST329074,Bike,MG Road,JP Nagar,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Wallet,0,0,0
11-03-2025,05:33:54,CNR9785908087,Incomplete,CUST135758,Mini,Cox Town,Sarjapur,0,0,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,0,UPI,0,0,0
16-03-2025,10:47:18,CNR6100612836,Success,CUST176903,Prime Plus,RT Nagar,Sanjay Nagar,14,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,495,Debit Card,17.84,3.4,3.1
03-03-2025,15:37:23,CNR9537613030,Incomplete,CUST115661,eBike,Domlur,Electronic City,0,0,0,Not Applicable,0,Not Applicable,1,Other Issue,0,UPI,0,0,0
20-03-2025,02:31:34,CNR1048465868,Success,CUST582784,eBike,Hosur Road,Cox Town,7,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,392,Wallet,8.03,4.9,3.2
08-03-2025,17:14:50,CNR4023810949,Success,CUST606135,Mini,Vijayanagar,Jalahalli,10,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,253,UPI,8.56,4.8,4.9
04-03-2025,08:27:26,CNR7405306643,Success,CUST736676,Mini,Basaveshwaranagar,Kadubeesanahalli,12,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,777,Wallet,19.26,4.3,3.8
30-03-2025,16:55:29,CNR7231810904,Cancelled by Driver,CUST382079,Auto,BTM Layout,RT Nagar,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Net Banking,0,0,0
30-03-2025,16:18:41,CNR1812662342,Success,CUST565422,Auto,Sarjapur,MG Road,14,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,391,Debit Card,8.49,3.7,3.4
02-03-2025,09:27:39,CNR4824791821,Cancelled by Driver,CUST198175,Prime Plus,Sanjay Nagar,Shivaji Nagar,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Cash,0,0,0
09-03-2025,04:23:17,CNR2019329109,Success,CUST426860,Prime SUV,RT Nagar,Bommanahalli,4,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,657,Credit Card,1.56,3.1,3.6
24-03-2025,22:42:30,CNR1284959048,Success,CUST627912,Prime SUV,Lavelle Road,Vijayanagar,9,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,243,Wallet,17.8,4,4
01-03-2025,22:55:12,CNR2820284779,Cancelled by Driver,CUST845789,Auto,Hennur,Seshadripuram,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Cash,0,0,0
01-03-2025,13:53:16,CNR2296039200,Cancelled by Driver,CUST421050,Mini,Banerghatta Road,Seshadripuram,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Wallet,0,0,0
23-03-2025,05:21:44,CNR4925801596,Success,CUST481046,Mini,KR Market,Banashankari,6,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,423,Credit Card,8.18,4.8,3.1
22-03-2025,17:10:26,CNR7096197866,Success,CUST481627,eBike,Indiranagar,Sanjay Nagar,13,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,263,Credit Card,14.09,4.1,4.2
16-03-2025,21:57:01,CNR6066510216,Success,CUST521852,Bike,Banaswadi,Majestic,4,5,0,Not Applicable,0,Not Applicable,0,Not Applicable,182,Credit Card,5.01,4.2,3.6
08-03-2025,07:25:16,CNR9645208123,Success,CUST331984,Bike,Ulsoor,Peenya,8,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,551,Cash,5.35,3.4,4.2
29-03-2025,10:25:54,CNR9402432831,Success,CUST858659,Auto,KR Puram,RT Nagar,2,14,0,Not Applicable,0,Not Applicable,0,Not Applicable,936,Debit Card,10.54,4.3,4.4
16-03-2025,02:27:43,CNR2920549015,Cancelled by Customer,CUST913724,Bike,KR Puram,Indiranagar,0,0,1,Change of plans,0,Not Applicable,0,Not Applicable,0,Credit Card,0,0,0
02-03-2025,02:13:25,CNR2616591945,Success,CUST910525,Prime SUV,Rajajinagar,Bommanahalli,4,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,556,UPI,17.12,3.8,3.7
03-03-2025,15:46:25,CNR3595772242,Success,CUST428535,eBike,Richmond Town,Hennur,10,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,324,UPI,6.28,4.9,4.5
29-03-2025,09:41:11,CNR7765454708,Cancelled by Driver,CUST149767,eBike,Seshadripuram,Shivaji Nagar,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Wallet,0,0,0
18-03-2025,00:04:06,CNR4420093735,Incomplete,CUST641619,Bike,Whitefield,Sanjay Nagar,0,0,0,Not Applicable,0,Not Applicable,1,Customer Demand,0,Net Banking,0,0,0
02-03-2025,22:52:49,CNR6936828754,Success,CUST389145,Prime Sedan,Frazer Town,Vijayanagar,5,8,0,Not Applicable,0,Not Applicable,0,Not Applicable,348,Debit Card,8.91,4.9,3.8
09-03-2025,20:51:11,CNR4754755882,Success,CUST944052,Bike,KR Market,RT Nagar,12,17,0,Not Applicable,0,Not Applicable,0,Not Applicable,563,Cash,9.06,3.5,5
28-03-2025,19:09:51,CNR2736960206,Success,CUST994026,Bike,MG Road,Vijayanagar,10,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,529,Debit Card,2.23,3.2,3.9
17-03-2025,11:38:43,CNR9648457866,Incomplete,CUST151355,eBike,Marathahalli,Lavelle Road,0,0,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,0,Wallet,0,0,0
30-03-2025,22:22:43,CNR6241275898,Cancelled by Driver,CUST994336,Mini,Basaveshwaranagar,JP Nagar,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Net Banking,0,0,0
17-03-2025,00:58:53,CNR3281237218,Success,CUST542103,Auto,Indiranagar,Malleshwaram,12,7,0,Not Applicable,0,Not Applicable,0,Not Applicable,306,Credit Card,4.76,4.1,3.4
22-03-2025,05:16:25,CNR2129379220,Success,CUST890613,Prime Plus,Malleshwaram,Indiranagar,10,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,166,Cash,18.91,3.5,4.3
02-03-2025,01:23:21,CNR3194590408,Success,CUST163181,Bike,Electronic City,Sarjapur,2,16,0,Not Applicable,0,Not Applicable,0,Not Applicable,322,Debit Card,13.31,4.2,3.6
23-03-2025,09:29:19,CNR3265360819,Cancelled by Driver,CUST268503,Mini,Marathahalli,KR Market,0,0,0,Not Applicable,1,More than permitted people in there,0,Not Applicable,0,Cash,0,0,0
05-03-2025,04:51:14,CNR9176284789,Cancelled by Driver,CUST234927,Prime SUV,Frazer Town,Peenya,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Credit Card,0,0,0
15-03-2025,14:38:10,CNR1084434291,Success,CUST850390,Prime SUV,Kumaraswamy Layout,Nagavara,2,7,0,Not Applicable,0,Not Applicable,0,Not Applicable,1236,Cash,12.06,3.3,4.4
25-03-2025,18:34:31,CNR6946526159,Cancelled by Driver,CUST161109,Auto,Banaswadi,Nagarbhavi,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,Cash,0,0,0
31-03-2025,21:12:40,CNR7000180558,Success,CUST380721,Prime SUV,Malleshwaram,Banaswadi,11,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,576,Net Banking,19.98,4.8,4.3
15-03-2025,03:51:56,CNR1715271995,Success,CUST388538,Prime SUV,Ulsoor,Domlur,4,15,0,Not Applicable,0,Not Applicable,0,Not Applicable,608,UPI,3.5,3.8,3.4
02-03-2025,17:05:51,CNR7553278311,Success,CUST431818,Auto,Kengeri,Hebbal,3,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,581,Wallet,2.27,3.1,4
22-03-2025,00:31:50,CNR7580539766,Success,CUST298059,Prime Sedan,Peenya,Koramangala,2,19,0,Not Applicable,0,Not Applicable,0,Not Applicable,751,Wallet,6.1,4.5,4.3
29-03-2025,04:57:16,CNR8394501199,Cancelled by Driver,CUST389988,Auto,Banerghatta Road,Padmanabhanagar,0,0,0,Not Applicable,1,Personal & Car related issues,0,Not Applicable,0,UPI,0,0,0
14-03-2025,08:01:32,CNR1815414422,Success,CUST353811,Bike,Nagarbhavi,Sanjay Nagar,3,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,364,UPI,12.7,4.3,3.7
08-03-2025,22:38:49,CNR3283461581,Incomplete,CUST595196,Auto,Vijayanagar,Jalahalli,0,0,0,Not Applicable,0,Not Applicable,1,Vehicle Breakdown,0,Net Banking,0,0,0
07-03-2025,03:39:13,CNR6039790999,Incomplete,CUST219841,Prime Plus,Vijayanagar,HSR Layout,0,0,0,Not Applicable,0,Not Applicable,1,Customer Demand,0,Wallet,0,0,0
07-03-2025,09:39:57,CNR3103029727,Success,CUST458611,Prime Sedan,HSR Layout,Malleshwaram,7,11,0,Not Applicable,0,Not Applicable,0,Not Applicable,108,Credit Card,19.55,3.4,4.7
26-03-2025,03:17:40,CNR6257754552,Success,CUST895402,Prime Plus,Majestic,Ulsoor,11,12,0,Not Applicable,0,Not Applicable,0,Not Applicable,305,Cash,1.62,4.2,4.7
12-03-2025,15:17:13,CNR2311127884,Success,CUST277988,Prime SUV,Indiranagar,Bommanahalli,5,13,0,Not Applicable,0,Not Applicable,0,Not Applicable,574,Credit Card,8.38,3.2,3.5
19-03-2025,00:47:51,CNR3767096284,Success,CUST204446,Mini,Padmanabhanagar,Peenya,11,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,370,Cash,13.55,3.6,4.3
23-03-2025,09:28:49,CNR3219177494,Success,CUST480314,eBike,Kadubeesanahalli,RT Nagar,4,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,222,UPI,11.09,4.1,4
16-03-2025,23:21:38,CNR8705629320,Cancelled by Customer,CUST957629,Prime Plus,Malleshwaram,KR Puram,0,0,1,Driver asked to cancel,0,Not Applicable,0,Not Applicable,0,Cash,0,0,0
07-03-2025,14:48:54,CNR4668589089,Success,CUST395513,Mini,MG Road,Kanakapura Road,9,9,0,Not Applicable,0,Not Applicable,0,Not Applicable,412,Wallet,12.24,4.8,4.1
18-03-2025,18:50:43,CNR7077576579,Success,CUST843589,Mini,Hennur,Electronic City,12,10,0,Not Applicable,0,Not Applicable,0,Not Applicable,456,Net Banking,17.26,3.6,3.7
16-03-2025,20:10:47,CNR5105708035,Cancelled by Driver,CUST526908,eBike,Banaswadi,KR Market,0,0,0,Not Applicable,1,Customer related issue,0,Not Applicable,0,Wallet,0,0,0
01-03-2025,10:33:01,CNR3825698047,Success,CUST312992,Prime SUV,Bellandur,Banashankari,11,6,0,Not Applicable,0,Not Applicable,0,Not Applicable,2468,Cash,7.37,4.9,3
